id,response,respondent_id,timestamp,topic
184,"Cricket's slow reveal of narratives makes it perfect for radio commentary",R184,2024-02-05 11:00:00,Media
185,"Modern umpiring technology has improved decision accuracy significantly",R185,2024-02-05 12:30:00,Technology
186,"The atmosphere at regional cricket matches can be incredibly passionate",R186,2024-02-05 13:45:00,Experience
187,"Cricket development programs need sustained funding and commitment",R187,2024-02-05 14:30:00,Development
188,"The mental strength to recover from poor form separates great players",R188,2024-02-05 15:15:00,Psychology
189,"Cricket's traditions should evolve naturally rather than be artificially preserved",R189,2024-02-05 16:00:00,Tradition
190,"The variety of cricket formats now available caters to different preferences",R190,2024-02-06 08:30:00,Format
191,"Playing cricket has helped me develop leadership and communication skills",R191,2024-02-06 09:15:00,Personal
192,"The financial sustainability of domestic cricket remains a significant challenge",R192,2024-02-06 10:00:00,Business
193,"Cricket's global reach continues to expand into new territories",R193,2024-02-06 11:30:00,Development
194,"The tactical battle between bowling attacks and batting lineups is fascinating",R194,2024-02-06 12:00:00,Strategy
195,"Cricket needs to address issues of player burnout more seriously",R195,2024-02-06 13:30:00,Health
196,"The experience of watching cricket live is far superior to television",R196,2024-02-06 14:15:00,Experience
197,"Local cricket clubs form the foundation of the sport's development pyramid",R197,2024-02-06 15:00:00,Community
198,"The complexity of cricket rules can be daunting for new fans",R198,2024-02-07 08:00:00,Accessibility
199,"Cricket has provided me with lifelong friendships and cherished memories",R199,2024-02-07 09:30:00,Personal
200,"The future of cricket depends on balancing commercial interests with sporting integrity",R200,2024-02-07 10:15:00,Future
